FID,angebot,parkregel_gruppe,parkregel_name,prm_name,strasse,geoportal_class,center_lon,center_lat
opendata_ruhver_parkseiten_line.2224,15.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Arzbacher Str.,Mischparken mit Parkscheibe,11.551806161140352,48.11435252817025
opendata_ruhver_parkseiten_line.2225,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Wackersberger Str.,Absolutes Halteverbot,11.552030033895733,48.11479285548343
opendata_ruhver_parkseiten_line.2226,10.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Wackersberger Str.,Mischparken mit Parkscheibe,11.551551978453665,48.11496189589515
opendata_ruhver_parkseiten_line.2227,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Esswurmstr.,Absolutes Halteverbot,11.546463913531138,48.112127463971255
opendata_ruhver_parkseiten_line.2228,14.0,Mischparken,M 9-23,Brudermühlviertel,Esswurmstr.,Mischparken,11.546480285652002,48.11262470457683
opendata_ruhver_parkseiten_line.2229,17.0,Mischparken,M 9-23,Brudermühlviertel,Esswurmstr.,Mischparken,11.54635448376689,48.11239521400815
opendata_ruhver_parkseiten_line.2230,38.0,Bewohnerparken,Bew 9-23,Lerchenauer Straße,Giselherstr.,Bewohnerparken,11.56643425220113,48.17341384280453
opendata_ruhver_parkseiten_line.2231,2.0,Eingeschränktes Halteverbot temporär,"EHV 7-20, sonst M",Klinikviertel,Einsteinstr.,Eingeschränktes Halteverbot (auch temporär),11.602908639193467,48.135876526183395
opendata_ruhver_parkseiten_line.2232,22.0,Bewohnerparken,Bew 9-23,Lerchenauer Straße,Gernotstr.,Bewohnerparken,11.565754623295653,48.171270640868926
opendata_ruhver_parkseiten_line.2233,11.0,Bewohnerparken,Bew 9-23,Schyrenbad,Sommerstr.,Bewohnerparken,11.571547453086987,48.119519043683056
opendata_ruhver_parkseiten_line.2234,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Sommerstr.,Absolutes Halteverbot,11.571342020586906,48.119214748470014
opendata_ruhver_parkseiten_line.2235,13.0,Bewohnerparken,Bew 9-23,Schyrenbad,Sommerstr.,Bewohnerparken,11.57085213658166,48.118674495923116
opendata_ruhver_parkseiten_line.2236,8.0,Mischparken,M 9-23,Schyrenbad,Untere Weidenstr.,Mischparken,11.57159778819865,48.11895282209415
opendata_ruhver_parkseiten_line.2237,9.0,Mischparken,M 9-23,Schyrenbad,Untere Weidenstr.,Mischparken,11.571658202726736,48.119011694620895
opendata_ruhver_parkseiten_line.2238,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Sommerstr.,Absolutes Halteverbot,11.571679937710824,48.119597833771195
opendata_ruhver_parkseiten_line.2239,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Sommerstr.,Absolutes Halteverbot,11.571439257282782,48.11926495092849
opendata_ruhver_parkseiten_line.2240,10.0,Mischparken,M 9-23,Schyrenbad,Freibadstr.,Mischparken,11.57223360979972,48.11961871895439
opendata_ruhver_parkseiten_line.2241,20.0,Mischparken,M 9-23,Schyrenbad,Freibadstr.,Mischparken,11.572360885347441,48.11969394115194
opendata_ruhver_parkseiten_line.2242,12.0,Bewohnerparken,Bew 9-23,Schyrenbad,Sommerstr.,Bewohnerparken,11.572203109592255,48.12023757339366
opendata_ruhver_parkseiten_line.2243,15.0,Bewohnerparken,Bew 9-23,Schyrenbad,Oefelestr.,Bewohnerparken,11.573326906992094,48.1198111397472
opendata_ruhver_parkseiten_line.2244,16.0,Kurzzeitparken,"KZP 2h 9-18, M 18-23",Schyrenbad,Humboldtstr.,Kurzzeitparken,11.573043383584846,48.1203599770361
opendata_ruhver_parkseiten_line.2245,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Untere Weidenstr.,Absolutes Halteverbot,11.572144073768301,48.1187093512576
opendata_ruhver_parkseiten_line.2246,10.0,Mischparken,M 9-23,Schyrenbad,Untere Weidenstr.,Mischparken,11.572818922477438,48.118382645319095
opendata_ruhver_parkseiten_line.2247,5.0,Mischparken,M 9-23,Schyrenbad,Claude-Lorrain-Str.,Mischparken,11.569565772392433,48.11771467833645
opendata_ruhver_parkseiten_line.2248,4.0,Mischparken,M 9-23,Schyrenbad,Claude-Lorrain-Str.,Mischparken,11.56982778741521,48.11777508291854
opendata_ruhver_parkseiten_line.2249,3.0,Mischparken,M 9-23,Schyrenbad,Claude-Lorrain-Str.,Mischparken,11.569451173479333,48.11794715717463
opendata_ruhver_parkseiten_line.2250,7.0,Mischparken,M 9-23,Theresienhöhe,Westendstr.,Mischparken,11.541111036723743,48.13820432854387
opendata_ruhver_parkseiten_line.2251,5.0,Bewohnerparken,Bew 9-23,Schwanthalerhöhe,Tulbeckstr.,Bewohnerparken,11.537895460569596,48.13709178526224
opendata_ruhver_parkseiten_line.2252,8.0,Bewohnerparken,Bew 9-23,Schwanthalerhöhe,Tulbeckstr.,Bewohnerparken,11.539675273574561,48.136852806258446
opendata_ruhver_parkseiten_line.2253,15.0,Bewohnerparken,Bew 9-23,Ridlerstraße,Geroltstr.,Bewohnerparken,11.538290836428743,48.134291404527595
opendata_ruhver_parkseiten_line.2254,10.0,Bewohnerparken,Bew 9-23,Ridlerstraße,Geroltstr.,Bewohnerparken,11.53823237288842,48.1335290634875
opendata_ruhver_parkseiten_line.2255,13.0,Mischparken,M 9-23,Kasernenviertel,Lazarettstr.,Mischparken,11.545816152275691,48.15165342433987
opendata_ruhver_parkseiten_line.2256,16.0,Mischparken,M 9-23,Kasernenviertel,Dachauer Str.,Mischparken,11.54836622024207,48.15849921410861
opendata_ruhver_parkseiten_line.2257,2.0,Bewohnerparken,Bew 9-23,Schyrenbad,Obere Weidenstr.,Bewohnerparken,11.57177714954615,48.117638912608165
opendata_ruhver_parkseiten_line.2258,2.0,Bewohnerparken,Bew 9-23,Schyrenbad,Birkenau,Bewohnerparken,11.570908542244872,48.11780730345673
opendata_ruhver_parkseiten_line.2259,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Birkenau,Absolutes Halteverbot,11.570590622896841,48.1175583807355
opendata_ruhver_parkseiten_line.2260,9.0,Bewohnerparken,Bew 9-23,Schyrenbad,Birkenau,Bewohnerparken,11.570555512036982,48.117609926202825
opendata_ruhver_parkseiten_line.2261,2.0,Mischparken,M 9-23,Schyrenbad,Sommerstr.,Mischparken,11.570124344324364,48.11789133415985
opendata_ruhver_parkseiten_line.2262,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Claude-Lorrain-Str.,Absolutes Halteverbot,11.570249151395469,48.117660040367745
opendata_ruhver_parkseiten_line.2263,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schyrenbad,Claude-Lorrain-Str.,Absolutes Halteverbot,11.570103244118966,48.117644484090256
opendata_ruhver_parkseiten_line.2264,2.0,Mischparken,M 9-23,Schyrenbad,Kupferhammerstr.,Mischparken,11.574907923966947,48.11829800726245
opendata_ruhver_parkseiten_line.2265,9.0,Mischparken,M 9-23,Schyrenbad,Kupferhammerstr.,Mischparken,11.575214777772677,48.11818373821269
opendata_ruhver_parkseiten_line.2266,11.0,Mischparken,M 9-23,Untergiesing,Voßstr.,Mischparken,11.574789083008605,48.11816822578435
opendata_ruhver_parkseiten_line.2267,8.0,Mischparken,M 9-23,Mittleres Lehel,Thierschpl.,Mischparken,11.589018477851198,48.13918643169191
opendata_ruhver_parkseiten_line.2268,2.0,Mischparken mit Parkscheibe,"PS 0,5h 7-18",Messestadt,Helsinkistr.,Mischparken mit Parkscheibe,11.688828592453643,48.13253405982957
opendata_ruhver_parkseiten_line.2269,8.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Helsinkistr.,Mischparken mit Parkscheibe,11.689018562799223,48.13179617050057
opendata_ruhver_parkseiten_line.2270,17.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Helsinkistr.,Mischparken mit Parkscheibe,11.68890506374139,48.13009002033505
opendata_ruhver_parkseiten_line.2271,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Messestadt,Helsinkistr.,Absolutes Halteverbot,11.689011919040144,48.13047823975028
opendata_ruhver_parkseiten_line.2272,4.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Helsinkistr.,Mischparken mit Parkscheibe,11.688890012713905,48.12918018604043
opendata_ruhver_parkseiten_line.2273,9.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Messestadt,Helsinkistr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.689032755672986,48.12906390682833
opendata_ruhver_parkseiten_line.2274,5.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Messestadt,Oslostr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.687946266773348,48.13149364339216
opendata_ruhver_parkseiten_line.2275,17.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Oslostr.,Mischparken mit Parkscheibe,11.68820950143201,48.13139688994445
opendata_ruhver_parkseiten_line.2276,15.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Oslostr.,Mischparken mit Parkscheibe,11.689876629006111,48.13155156260317
opendata_ruhver_parkseiten_line.2277,12.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Oslostr.,Mischparken mit Parkscheibe,11.689670883397474,48.131406340840776
opendata_ruhver_parkseiten_line.2278,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Messestadt,Stockholmstr.,Absolutes Halteverbot,11.688314867063852,48.12949218901648
opendata_ruhver_parkseiten_line.2279,2.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Stockholmstr.,Mischparken mit Parkscheibe,11.688275419197929,48.12942295903873
opendata_ruhver_parkseiten_line.2280,7.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548655604842052,48.12250260932904
opendata_ruhver_parkseiten_line.2281,37.0,Mischparken,M 9-23,Untersendling,Thalkirchner Str.,Mischparken,11.551330868815409,48.11883523747122
opendata_ruhver_parkseiten_line.2282,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Thalkirchner Str.,Absolutes Halteverbot,11.551998243998117,48.11943165053705
opendata_ruhver_parkseiten_line.2283,11.0,Kurzzeitparken,"KZP 2h 9-18, M 18-23",Untersendling,Thalkirchner Str.,Kurzzeitparken,11.551325202595956,48.119094978361034
opendata_ruhver_parkseiten_line.2284,2.0,Absolutes Halteverbot temporär,"AHV 7-14, sonst Bew",Untersendling,Thalkirchner Str.,Absolutes Halteverbot (auch temporär),11.551370603915544,48.116589748883676
opendata_ruhver_parkseiten_line.2285,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,,Absolutes Halteverbot,11.552039315925741,48.11627777778759
opendata_ruhver_parkseiten_line.2286,2.0,Mischparken,M 9-23,Untersendling,Thalkirchner Str.,Mischparken,11.55183986398554,48.116335801395266
opendata_ruhver_parkseiten_line.2287,1.0,Behindertenparken,Beh 0-24,Untersendling,Daiserstr.,Behindertenparken,11.54377091255339,48.11852207836612
opendata_ruhver_parkseiten_line.2288,1.0,Behindertenparken,Beh 0-24,Untersendling,Valleystr.,Behindertenparken,11.544178370021921,48.11697404335136
opendata_ruhver_parkseiten_line.2289,20.0,Bewohnerparken,Bew 9-23,Untersendling,Valleystr.,Bewohnerparken,11.542903382096497,48.116861025360876
opendata_ruhver_parkseiten_line.2290,4.0,Bewohnerparken,Bew 9-23,Untersendling,Danklstr.,Bewohnerparken,11.546701439600572,48.11961212590758
opendata_ruhver_parkseiten_line.2291,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Oberländerstr.,Absolutes Halteverbot,11.548747405093897,48.11929645044401
opendata_ruhver_parkseiten_line.2292,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Kidlerstr.,Absolutes Halteverbot,11.541788132919688,48.11697142519533
opendata_ruhver_parkseiten_line.2293,3.0,Mischparken,M 9-23,Untersendling,Gotzinger Str.,Mischparken,11.55071795942493,48.11869610162603
opendata_ruhver_parkseiten_line.2294,4.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Margaretenplatz,Alois-Gilg-Weg,Mischparken mit Parkscheibe,11.537416089311481,48.12101752290826
opendata_ruhver_parkseiten_line.2295,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.549468323408387,48.113010444252936
opendata_ruhver_parkseiten_line.2296,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.549211862357309,48.112943655467866
opendata_ruhver_parkseiten_line.2297,14.0,Mischparken,M 9-23,Brudermühlviertel,Brudermühltunnel,Mischparken,11.5517285433143,48.1123985186979
opendata_ruhver_parkseiten_line.2298,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.550945537243726,48.11240262208069
opendata_ruhver_parkseiten_line.2299,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.546312922969326,48.1120799034353
opendata_ruhver_parkseiten_line.2300,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.544257884584152,48.11189171015696
opendata_ruhver_parkseiten_line.2301,19.0,Mischparken,M 9-23,Brudermühlviertel,Brudermühltunnel,Mischparken,11.54524254880559,48.11195299580928
opendata_ruhver_parkseiten_line.2302,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.546540251385036,48.11204850005518
opendata_ruhver_parkseiten_line.2303,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.549397744307145,48.11228116670352
opendata_ruhver_parkseiten_line.2304,14.0,Mischparken,M 9-23,Brudermühlviertel,Brudermühltunnel,Mischparken,11.550212944795959,48.11234769256931
opendata_ruhver_parkseiten_line.2305,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Brudermühltunnel,Absolutes Halteverbot,11.548135213328518,48.11218833061315
opendata_ruhver_parkseiten_line.2306,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Lenggrieser Str.,Absolutes Halteverbot,11.55088581771313,48.11244834539017
opendata_ruhver_parkseiten_line.2307,26.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Lenggrieser Str.,Mischparken mit Parkscheibe,11.551212141216963,48.11290087378711
opendata_ruhver_parkseiten_line.2308,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Lenggrieser Str.,Absolutes Halteverbot,11.551800726473527,48.113786603625535
opendata_ruhver_parkseiten_line.2309,4.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Würzstr.,Mischparken mit Parkscheibe,11.551634407802327,48.1139197622634
opendata_ruhver_parkseiten_line.2310,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Lenggrieser Str.,Absolutes Halteverbot,11.550928106763688,48.112644310736854
opendata_ruhver_parkseiten_line.2311,7.0,Mischparken,M 9-23,Untergiesing,Kleiststr.,Mischparken,11.574865425991874,48.11793871866758
opendata_ruhver_parkseiten_line.2312,5.0,Mischparken,M 9-23,Untergiesing,Kleiststr.,Mischparken,11.575172909724373,48.11802209650453
opendata_ruhver_parkseiten_line.2313,12.0,Mischparken,M 9-23,Untergiesing,Voßstr.,Mischparken,11.574898216183046,48.11808228235846
opendata_ruhver_parkseiten_line.2314,13.0,Mischparken,M 9-23,Theresienhöhe,Theresienhöhe,Mischparken,11.546406557494212,48.132565119074606
opendata_ruhver_parkseiten_line.2315,9.0,Mischparken,M 9-23,Theresienhöhe,Max-Friedlaender-Bogen,Mischparken,11.544778647120523,48.13975489124916
opendata_ruhver_parkseiten_line.2316,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Glockenbachviertel,Am Glockenbach,Absolutes Halteverbot,11.566885266928981,48.126000948651665
opendata_ruhver_parkseiten_line.2317,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Nördliche Au,Am Neudeck,Absolutes Halteverbot,11.583924517349828,48.12383339286779
opendata_ruhver_parkseiten_line.2318,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Nördliche Au,Am Neudeck,Absolutes Halteverbot,11.583798869505582,48.12403875243444
opendata_ruhver_parkseiten_line.2319,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,St.-Benno-Viertel,Dachauer Str.,Absolutes Halteverbot,11.553118358248131,48.15465896190528
opendata_ruhver_parkseiten_line.2320,17.0,Mischparken,M 9-23,Untersendling,Daiserstr.,Mischparken,11.543879394649863,48.12163343870727
opendata_ruhver_parkseiten_line.2321,19.0,Bewohnerparken,Bew 9-23,Untersendling,Valleystr.,Bewohnerparken,11.542771750753186,48.116931884549274
opendata_ruhver_parkseiten_line.2322,4.0,Mischparken,M 9-23,Margaretenplatz,Margaretenpl.,Mischparken,11.538580878357418,48.12015571686278
opendata_ruhver_parkseiten_line.2323,7.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Margaretenplatz,Plinganserstr.,Kurzzeitparken,11.540870263757757,48.12051891605078
opendata_ruhver_parkseiten_line.2324,2.0,Bewohnerparken,Bew 9-23,Margaretenplatz,Margaretenstr.,Bewohnerparken,11.538256673522326,48.120072389364964
opendata_ruhver_parkseiten_line.2325,7.0,Mischparken,M 9-23,Margaretenplatz,An der Stemmerwiese,Mischparken,11.53879548385342,48.12074646083505
opendata_ruhver_parkseiten_line.2326,17.0,Mischparken,M 9-23,Margaretenplatz,An der Stemmerwiese,Mischparken,11.538639040666451,48.120628343022986
opendata_ruhver_parkseiten_line.2327,6.0,Mischparken,M 9-23,Margaretenplatz,Hochmeierstr.,Mischparken,11.53818911158389,48.11934299641875
opendata_ruhver_parkseiten_line.2328,5.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Margaretenplatz,Ramungstr.,Mischparken mit Parkscheibe,11.537512900993162,48.120956220743025
opendata_ruhver_parkseiten_line.2329,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Margaretenplatz,Ramungstr.,Absolutes Halteverbot,11.538116188513548,48.12110253710309
opendata_ruhver_parkseiten_line.2330,23.0,Mischparken,"M 9-18, Bew 18-23",Margaretenplatz,Lindenschmitstr.,Mischparken,11.53936208930795,48.11832048205678
opendata_ruhver_parkseiten_line.2331,14.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Margaretenplatz,Ramungstr.,Mischparken mit Parkscheibe,11.53810797221199,48.12115285119639
opendata_ruhver_parkseiten_line.2332,6.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Margaretenplatz,Alois-Gilg-Weg,Mischparken mit Parkscheibe,11.537610110978559,48.12140969045607
opendata_ruhver_parkseiten_line.2333,4.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Margaretenplatz,Alois-Gilg-Weg,Mischparken mit Parkscheibe,11.537465037086502,48.12167818710717
opendata_ruhver_parkseiten_line.2334,18.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Würzstr.,Mischparken mit Parkscheibe,11.550987351787557,48.11409002051132
opendata_ruhver_parkseiten_line.2335,12.0,Mischparken,M 9-23,Brudermühlviertel,Thalkirchner Str.,Mischparken,11.550706557396364,48.114604609323656
opendata_ruhver_parkseiten_line.2336,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.55046162826617,48.114280620378835
opendata_ruhver_parkseiten_line.2337,41.0,Mischparken,M 9-23,Brudermühlviertel,Thalkirchner Str.,Mischparken,11.550012990358667,48.113630420263156
opendata_ruhver_parkseiten_line.2338,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.550300928720667,48.114302898173314
opendata_ruhver_parkseiten_line.2339,35.0,Mischparken,M 9-23,Brudermühlviertel,Thalkirchner Str.,Mischparken,11.549785508652299,48.11362958162939
opendata_ruhver_parkseiten_line.2340,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.549226539395459,48.11302955412443
opendata_ruhver_parkseiten_line.2341,38.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Gaißacher Str.,Mischparken mit Parkscheibe,11.549434232050768,48.114560535355814
opendata_ruhver_parkseiten_line.2342,24.0,Mischparken,M 9-23,Brudermühlviertel,Implerstr.,Mischparken,11.54874444759203,48.113918640059694
opendata_ruhver_parkseiten_line.2343,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Brudermühlviertel,Thalkirchner Str.,Absolutes Halteverbot,11.548927467577936,48.11306031134949
opendata_ruhver_parkseiten_line.2344,24.0,Mischparken,M 9-23,Brudermühlviertel,Esswurmstr.,Mischparken,11.54658125338785,48.11392931825252
opendata_ruhver_parkseiten_line.2345,16.0,Mischparken,M 9-23,Brudermühlviertel,Esswurmstr.,Mischparken,11.546809050226761,48.11519228181462
opendata_ruhver_parkseiten_line.2346,7.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Gaißacher Str.,Mischparken mit Parkscheibe,11.547995756680855,48.11461519744237
opendata_ruhver_parkseiten_line.2347,19.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Brudermühlviertel,Roter-Turm-Pl.,Mischparken mit Parkscheibe,11.545529818165953,48.1130926513724
opendata_ruhver_parkseiten_line.2348,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Waldeckstr.,Absolutes Halteverbot,11.573668788728762,48.1148247264277
opendata_ruhver_parkseiten_line.2349,10.0,Mischparken,M 9-23,Untergiesing,Jakob-Gelb-Pl.,Mischparken,11.572490173859478,48.11348746862767
opendata_ruhver_parkseiten_line.2350,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Jakob-Gelb-Pl.,Absolutes Halteverbot,11.572174260252913,48.11363949285355
opendata_ruhver_parkseiten_line.2351,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Cannabichstr.,Absolutes Halteverbot,11.573296308999684,48.11618588623624
opendata_ruhver_parkseiten_line.2352,29.0,Mischparken,M 9-23,Untergiesing,Pilgersheimer Str.,Mischparken,11.57302886563271,48.115741808324046
opendata_ruhver_parkseiten_line.2353,5.0,Mischparken,M 9-23,Untergiesing,Waldeckstr.,Mischparken,11.573188759559178,48.1136838794093
opendata_ruhver_parkseiten_line.2354,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Lohstr.,Absolutes Halteverbot,11.575092485148161,48.1148720969138
opendata_ruhver_parkseiten_line.2355,24.0,Mischparken,M 9-23,Untergiesing,Kühbachstr.,Mischparken,11.572034677185247,48.116354862884265
opendata_ruhver_parkseiten_line.2356,19.0,Bewohnerparken,Bew 9-23,Untergiesing,Thusneldastr.,Bewohnerparken,11.56793069317576,48.1149855365767
opendata_ruhver_parkseiten_line.2357,11.0,Bewohnerparken,Bew 9-23,Untergiesing,Arminiusstr.,Bewohnerparken,11.568416421486623,48.11553742963502
opendata_ruhver_parkseiten_line.2358,49.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Untergiesing,Teutoburger Str.,Mischparken mit Parkscheibe,11.566709007138405,48.11648792755778
opendata_ruhver_parkseiten_line.2359,7.0,Bewohnerparken,Bew 9-23,Untergiesing,Arminiusstr.,Bewohnerparken,11.56865912657453,48.11493278122973
opendata_ruhver_parkseiten_line.2360,14.0,Mischparken,M 9-23,Untergiesing,Konradinstr.,Mischparken,11.569420575041233,48.11473065131889
opendata_ruhver_parkseiten_line.2361,14.0,Mischparken,M 9-23,Untergiesing,Konradinstr.,Mischparken,11.569514483925023,48.11481666874673
opendata_ruhver_parkseiten_line.2362,18.0,Mischparken,M 9-23,Untersendling,Thalkirchner Str.,Mischparken,11.55137265974993,48.11574290112039
opendata_ruhver_parkseiten_line.2363,14.0,Mischparken,M 9-23,Untersendling,Wackersberger Str.,Mischparken,11.550253889243875,48.115395450173104
opendata_ruhver_parkseiten_line.2364,15.0,Bewohnerparken,Bew 9-23,Untersendling,Reutberger Str.,Bewohnerparken,11.549814919041022,48.11604932617421
opendata_ruhver_parkseiten_line.2365,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Königsdorfer Str.,Absolutes Halteverbot,11.552743087042765,48.117271742171035
opendata_ruhver_parkseiten_line.2366,6.0,Bewohnerparken,Bew 9-23,Untersendling,Königsdorfer Str.,Bewohnerparken,11.552455080476342,48.11721210622811
opendata_ruhver_parkseiten_line.2367,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Königsdorfer Str.,Absolutes Halteverbot,11.552248462813926,48.11738354073498
opendata_ruhver_parkseiten_line.2368,31.0,Mischparken,M 9-23,Untersendling,Thalkirchner Str.,Mischparken,11.551476750996692,48.1155829984328
opendata_ruhver_parkseiten_line.2369,19.0,Bewohnerparken,Bew 9-23,Untersendling,Aberlestr.,Bewohnerparken,11.54511634685072,48.117730274157836
opendata_ruhver_parkseiten_line.2370,17.0,Bewohnerparken,Bew 9-23,Untersendling,Aberlestr.,Bewohnerparken,11.545233792888155,48.11773090447341
opendata_ruhver_parkseiten_line.2371,7.0,Mischparken,M 9-23,Untersendling,Lindenschmitstr.,Mischparken,11.546466244502078,48.118308362315005
opendata_ruhver_parkseiten_line.2372,8.0,Bewohnerparken,Bew 9-23,Untersendling,Danklstr.,Bewohnerparken,11.546804659866131,48.11804396415365
opendata_ruhver_parkseiten_line.2373,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Danklstr.,Absolutes Halteverbot,11.546849495046041,48.11738467529529
opendata_ruhver_parkseiten_line.2374,18.0,Bewohnerparken,Bew 9-23,Untersendling,Kyreinstr.,Bewohnerparken,11.547410886130418,48.120167094257
opendata_ruhver_parkseiten_line.2375,2.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548234147625475,48.12001299514635
opendata_ruhver_parkseiten_line.2376,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Implerstr.,Absolutes Halteverbot,11.548235620230276,48.119751794924184
opendata_ruhver_parkseiten_line.2377,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Karwendelstraße,Sylvensteinstr.,Absolutes Halteverbot,11.536975305472644,48.11280672037738
opendata_ruhver_parkseiten_line.2378,4.0,Mischparken,M 9-23,Margaretenplatz,Meindlstr.,Mischparken,11.538418679109085,48.11981699849394
