FID,angebot,parkregel_gruppe,parkregel_name,prm_name,strasse,geoportal_class,center_lon,center_lat
opendata_ruhver_parkseiten_line.4485,16.0,Mischparken,M 9-23,Wettersteinplatz,Gufidauner Str.,Mischparken,11.579444696318406,48.10415129922599
opendata_ruhver_parkseiten_line.4486,35.0,Bewohnerparken,Bew 9-23,Wettersteinplatz,Hochkalterstr.,Bewohnerparken,11.57793701732166,48.10413950882402
opendata_ruhver_parkseiten_line.4487,7.0,Bewohnerparken,Bew 9-23,Wettersteinplatz,Klausener Pl.,Bewohnerparken,11.576559947724595,48.104854307881915
opendata_ruhver_parkseiten_line.4488,12.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Wettersteinplatz,Klausener Pl.,Mischparken mit Parkscheibe,11.576271881184326,48.10421161148045
opendata_ruhver_parkseiten_line.4489,17.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Wettersteinplatz,Klausener Pl.,Mischparken mit Parkscheibe,11.57604493885312,48.10435224670076
opendata_ruhver_parkseiten_line.4490,26.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Wettersteinplatz,Stilfser-Joch-Str.,Mischparken mit Parkscheibe,11.57722167984726,48.10342344748556
opendata_ruhver_parkseiten_line.4491,11.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Wettersteinplatz,Stilfser-Joch-Str.,Mischparken mit Parkscheibe,11.575261341442577,48.10411013437772
opendata_ruhver_parkseiten_line.4492,6.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Wettersteinplatz,Stilfser-Joch-Str.,Mischparken mit Parkscheibe,11.574320387083183,48.10441369734609
opendata_ruhver_parkseiten_line.4493,22.0,Mischparken,M 9-23,Wettersteinplatz,Säbener Str.,Mischparken,11.574075536290334,48.10508227140012
opendata_ruhver_parkseiten_line.4494,20.0,Mischparken,M 9-23,Wettersteinplatz,Säbener Str.,Mischparken,11.573951722012628,48.105156838309384
opendata_ruhver_parkseiten_line.4495,10.0,Bewohnerparken,Bew 9-23,Wettersteinplatz,Latemarstr.,Bewohnerparken,11.573200265410986,48.10467743918406
opendata_ruhver_parkseiten_line.4496,1.0,Behindertenparken,Beh 0-24,TU-Viertel,Georgenstr.,Behindertenparken,11.569811994432857,48.15657185533281
opendata_ruhver_parkseiten_line.4497,2.0,Eingeschränktes Halteverbot temporär,"EHV 7-18 (Mo-Fr), sonst M",West Schwabing,Georgenstr.,Eingeschränktes Halteverbot (auch temporär),11.57143518682533,48.156319307660034
opendata_ruhver_parkseiten_line.4498,1.0,Behindertenparken,Beh 0-24,Schleißheimer Straße,Augustenstr.,Behindertenparken,11.566178610174159,48.15429463260951
opendata_ruhver_parkseiten_line.4499,4.0,Busparken,"Bus PS 2h 9-20, Bew 20-23",TU-Viertel,Theresienstr.,Busparken,11.570851667851226,48.14931258436475
opendata_ruhver_parkseiten_line.4500,3.0,Behindertenparken,Beh 0-24,TU-Viertel,Theresienstr.,Behindertenparken,11.571683356495413,48.1490773545858
opendata_ruhver_parkseiten_line.4501,2.0,Behindertenparken,Beh 0-24,TU-Viertel,Arcisstr.,Behindertenparken,11.56881803319682,48.14897671888269
opendata_ruhver_parkseiten_line.4502,2.0,Behindertenparken,Beh 0-24,Schleißheimer Straße,Dachauer Str.,Behindertenparken,11.558186315984939,48.15081016594386
opendata_ruhver_parkseiten_line.4503,26.0,Mischparken,M 9-23,Lerchenauer Straße,Winzererstr.,Mischparken,11.561248081153899,48.169554585881194
opendata_ruhver_parkseiten_line.4504,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Winzererstr.,Absolutes Halteverbot,11.561463196345237,48.169173592116195
opendata_ruhver_parkseiten_line.4505,14.0,Mischparken,M 9-23,Lerchenauer Straße,Winzererstr.,Mischparken,11.56149479732671,48.168974359013184
opendata_ruhver_parkseiten_line.4506,30.0,Mischparken,M 9-23,Lerchenauer Straße,Hornstr.,Mischparken,11.562007765712302,48.16999629859952
opendata_ruhver_parkseiten_line.4507,14.0,Mischparken,M 9-23,Lerchenauer Straße,Hornstr.,Mischparken,11.56312404834881,48.169997494314295
opendata_ruhver_parkseiten_line.4508,8.0,Mischparken,M 9-23,Lerchenauer Straße,Hornstr.,Mischparken,11.564032129862785,48.17000356084078
opendata_ruhver_parkseiten_line.4509,14.0,Bewohnerparken,Bew 9-23,Lerchenauer Straße,Stauffenbergstr.,Bewohnerparken,11.56366050750109,48.16964110198868
opendata_ruhver_parkseiten_line.4510,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Stauffenbergstr.,Absolutes Halteverbot,11.563715158796201,48.16935067903627
opendata_ruhver_parkseiten_line.4511,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Winzererstr.,Absolutes Halteverbot,11.561362498629531,48.168706222263495
opendata_ruhver_parkseiten_line.4512,12.0,Mischparken,M 9-23,Lerchenauer Straße,Winzererstr.,Mischparken,11.561274387929725,48.16895586884411
opendata_ruhver_parkseiten_line.4513,5.0,Mischparken,M 9-23,Lerchenauer Straße,Winzererstr.,Mischparken,11.561178815773673,48.16923225611725
opendata_ruhver_parkseiten_line.4514,20.0,Mischparken,M 9-23,Lerchenauer Straße,Winzererstr.,Mischparken,11.561000633505692,48.16959859925997
opendata_ruhver_parkseiten_line.4515,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Winzererstr.,Absolutes Halteverbot,11.560857702351308,48.17021456346146
opendata_ruhver_parkseiten_line.4516,4.0,Bewohnerparken,Bew 9-23,Lerchenauer Straße,Winzererstr.,Bewohnerparken,11.560735144914162,48.17081164667787
opendata_ruhver_parkseiten_line.4517,11.0,Mischparken,M 9-23,Untergiesing,Hebenstreitstr.,Mischparken,11.576304557694609,48.11819150073166
opendata_ruhver_parkseiten_line.4518,18.0,Bewohnerparken,Bew 9-23,Schönstraße Nord,Candidtunnel,Bewohnerparken,11.568736582450809,48.11227130383548
opendata_ruhver_parkseiten_line.4519,10.0,Bewohnerparken,Bew 9-23,Schönstraße Nord,Candidtunnel,Bewohnerparken,11.56874601971444,48.112304074868085
opendata_ruhver_parkseiten_line.4520,3.0,Mischparken,M 9-23,Untergiesing,Candidtunnel,Mischparken,11.571220472924953,48.111858567133964
opendata_ruhver_parkseiten_line.4521,13.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Untergiesing,Agilolfingerpl.,Mischparken mit Parkscheibe,11.566829183266314,48.11514121389744
opendata_ruhver_parkseiten_line.4522,3.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Untergiesing,Agilolfingerpl.,Mischparken mit Parkscheibe,11.566862548676262,48.114885621136786
opendata_ruhver_parkseiten_line.4523,21.0,Mischparken,M 9-23,Untergiesing,Konradinstr.,Mischparken,11.571092081580492,48.11476585337728
opendata_ruhver_parkseiten_line.4524,4.0,Mischparken,M 9-23,Untergiesing,Cannabichstr.,Mischparken,11.574158527614212,48.11618071280178
opendata_ruhver_parkseiten_line.4525,10.0,Mischparken,M 9-23,Untergiesing,Pilgersheimer Str.,Mischparken,11.572090917429087,48.11420247143363
opendata_ruhver_parkseiten_line.4526,14.0,Mischparken,"M 9-18, Bew 18-23",Untergiesing,Jamnitzerstr.,Mischparken,11.570709326228329,48.11386385382554
opendata_ruhver_parkseiten_line.4527,14.0,Mischparken,M 9-23,Untergiesing,Hans-Mielich-Str.,Mischparken,11.570177452819289,48.11351006819911
opendata_ruhver_parkseiten_line.4528,6.0,Mischparken,M 9-23,Untergiesing,Krumpterstr.,Mischparken,11.571084404255238,48.11289284952878
opendata_ruhver_parkseiten_line.4529,12.0,Mischparken,M 9-23,Untergiesing,Pilgersheimer Str.,Mischparken,11.571610066239938,48.1132090250904
opendata_ruhver_parkseiten_line.4530,10.0,Mischparken,M 9-23,Untergiesing,Cannabichstr.,Mischparken,11.573704373165667,48.116226295332616
opendata_ruhver_parkseiten_line.4531,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untergiesing,Cannabichstr.,Absolutes Halteverbot,11.573648326842537,48.11628850068535
opendata_ruhver_parkseiten_line.4532,5.0,Mischparken,M 9-23,Untergiesing,Kleiststr.,Mischparken,11.575261728346966,48.117990476433086
opendata_ruhver_parkseiten_line.4533,9.0,Mischparken,M 9-23,Untersendling,Lindwurmstr.,Mischparken,11.542139077206048,48.121944614938755
opendata_ruhver_parkseiten_line.4534,10.0,Mischparken,M 9-23,Untersendling,Thalkirchner Str.,Mischparken,11.550865669895689,48.1183786236343
opendata_ruhver_parkseiten_line.4535,36.0,Bewohnerparken,Bew 9-23,Untersendling,Danklstr.,Bewohnerparken,11.54699315523418,48.11779337442321
opendata_ruhver_parkseiten_line.4536,7.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548213075091157,48.11798722831689
opendata_ruhver_parkseiten_line.4537,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Implerstr.,Absolutes Halteverbot,11.548165208978387,48.11771995094834
opendata_ruhver_parkseiten_line.4538,10.0,Mischparken,M 9-23,Untersendling,Valleystr.,Mischparken,11.547609610270587,48.11736591050181
opendata_ruhver_parkseiten_line.4539,8.0,Mischparken,M 9-23,Pinakotheken,Amalienstr.,Mischparken,11.575343047800803,48.14591122886021
opendata_ruhver_parkseiten_line.4540,18.0,Mischparken,M 9-23,Pinakotheken,Ludwigstr.,Mischparken,11.579952244109506,48.148016959849485
opendata_ruhver_parkseiten_line.4541,20.0,Mischparken,"M 9-18, Bew 18-23",Pinakotheken,Rheinbergerstr.,Mischparken,11.578211048095683,48.14620260163179
opendata_ruhver_parkseiten_line.4542,20.0,Bewohnerparken,Bew 9-23,Westend,Astallerstr.,Bewohnerparken,11.531087835504861,48.137101841953765
opendata_ruhver_parkseiten_line.4543,22.0,Bewohnerparken,Bew 9-23,Westend,Astallerstr.,Bewohnerparken,11.531182337162015,48.137117335640454
opendata_ruhver_parkseiten_line.4544,1.0,Behindertenparken,Beh 0-24,Westend,Trappentreutunnel,Behindertenparken,11.534388138503521,48.13720122910385
opendata_ruhver_parkseiten_line.4545,6.0,Mischparken,M 9-23,Westend,Trappentreutunnel,Mischparken,11.53435023633698,48.13689493647409
opendata_ruhver_parkseiten_line.4546,28.0,Mischparken,M 9-23,Westend,Gollierstr.,Mischparken,11.532857461438832,48.13632424132457
opendata_ruhver_parkseiten_line.4547,19.0,Bewohnerparken,Bew 9-23,Westend,Gollierstr.,Bewohnerparken,11.530147512270338,48.136602650761354
opendata_ruhver_parkseiten_line.4548,6.0,Mischparken,M 9-23,Westend,Ridlerstr.,Mischparken,11.528863772126588,48.136768722866236
opendata_ruhver_parkseiten_line.4549,22.0,Mischparken,M 9-23,Westend,Ridlerstr.,Mischparken,11.5299485431107,48.135996257496394
opendata_ruhver_parkseiten_line.4550,1.0,E-Parken,E-LIS,Westend,Ridlerstr.,E-Parken,11.532286103455979,48.1341349316425
opendata_ruhver_parkseiten_line.4551,15.0,Mischparken,M 9-23,Westend,Ridlerstr.,Mischparken,11.528526326886542,48.13684214475868
opendata_ruhver_parkseiten_line.4552,15.0,Mischparken,M 9-23,Westend,Ridlerstr.,Mischparken,11.529785594671589,48.13596832091599
opendata_ruhver_parkseiten_line.4553,13.0,Bewohnerparken,Bew 9-23,Westend,Astallerstr.,Bewohnerparken,11.530927469952054,48.13615717518145
opendata_ruhver_parkseiten_line.4554,6.0,Bewohnerparken,Bew 9-23,Westend,Astallerstr.,Bewohnerparken,11.531096414674415,48.13617584016758
opendata_ruhver_parkseiten_line.4555,24.0,Bewohnerparken,Bew 9-23,Westend,Gollierstr.,Bewohnerparken,11.530307524479179,48.13647485831213
opendata_ruhver_parkseiten_line.4556,5.0,Bewohnerparken,Bew 9-23,Westend,Astallerstr.,Bewohnerparken,11.530812955988022,48.13571455708765
opendata_ruhver_parkseiten_line.4557,24.0,Mischparken,M 9-23,Westend,Ridlerstr.,Mischparken,11.531377100504407,48.134801303243414
opendata_ruhver_parkseiten_line.4558,23.0,Mischparken,M 9-23,Westend,Trappentreutunnel,Mischparken,11.533689834806664,48.13418687166701
opendata_ruhver_parkseiten_line.4559,26.0,Bewohnerparken,Bew 9-23,St.-Benno-Viertel,Loristr.,Bewohnerparken,11.553932234474704,48.15293547256127
opendata_ruhver_parkseiten_line.4560,26.0,Bewohnerparken,Bew 9-23,St.-Benno-Viertel,Loristr.,Bewohnerparken,11.554042785031996,48.15291555967745
opendata_ruhver_parkseiten_line.4561,5.0,Mischparken,M 9-23,St.-Benno-Viertel,Ferdinand-Miller-Pl.,Mischparken,11.553308161719253,48.15216596386201
opendata_ruhver_parkseiten_line.4562,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Wettersteinplatz,Latemarstr.,Absolutes Halteverbot,11.573177587281732,48.104622936252376
opendata_ruhver_parkseiten_line.4563,1.0,Behindertenparken,Beh 0-24,Messestadt,Oslostr.,Behindertenparken,11.69016495593908,48.13140959606389
opendata_ruhver_parkseiten_line.4564,10.0,Bewohnerparken,Bew 9-23,Tegernseer Landstr.,Aignerstr.,Bewohnerparken,11.579096692068983,48.11691660348959
opendata_ruhver_parkseiten_line.4565,11.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Helsinkistr.,Mischparken mit Parkscheibe,11.68888852039683,48.13112510412044
opendata_ruhver_parkseiten_line.4566,1.0,Behindertenparken,Beh 0-24,Messestadt,Stockholmstr.,Behindertenparken,11.689786913909407,48.1294262511751
opendata_ruhver_parkseiten_line.4567,2.0,Behindertenparken,Beh 0-24,Messestadt,Lehrer-Wirth-Str.,Behindertenparken,11.694033119096787,48.131124046859064
opendata_ruhver_parkseiten_line.4568,5.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Erika-Cremer-Str.,Mischparken mit Parkscheibe,11.693827531614643,48.13143373012086
opendata_ruhver_parkseiten_line.4569,1.0,Behindertenparken,Beh 0-24,Messestadt,Erika-Cremer-Str.,Behindertenparken,11.693544635101885,48.13143189891874
opendata_ruhver_parkseiten_line.4570,1.0,Behindertenparken,Beh 0-24,,Kastanienstr.,Behindertenparken,11.580359047160169,48.10181160336895
opendata_ruhver_parkseiten_line.4571,1.0,Behindertenparken,Beh 0-24,Messestadt,Maria-Montessori-Str.,Behindertenparken,11.696182028489991,48.13144907391935
opendata_ruhver_parkseiten_line.4572,1.0,Behindertenparken,Beh 0-24,Messestadt,Maria-Montessori-Str.,Behindertenparken,11.696448568500362,48.131450791795146
opendata_ruhver_parkseiten_line.4573,1.0,Behindertenparken,Beh 0-24,Messestadt,Maria-Montessori-Str.,Behindertenparken,11.696820094098188,48.131453355629105
opendata_ruhver_parkseiten_line.4574,3.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Maria-Montessori-Str.,Mischparken mit Parkscheibe,11.69625083371469,48.131449495800496
opendata_ruhver_parkseiten_line.4575,3.0,Mischparken mit Parkscheibe,PS 2h 9-18 (Mo-So) Blaue Zone Messestadt Riem,Messestadt,Maria-Montessori-Str.,Mischparken mit Parkscheibe,11.696381721735833,48.131450345198175
opendata_ruhver_parkseiten_line.4576,2.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Richelstr.,Mischparken,11.534712576301585,48.14591719781526
opendata_ruhver_parkseiten_line.4577,9.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Richelstr.,Mischparken,11.534697445588664,48.145552031265765
opendata_ruhver_parkseiten_line.4578,2.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Arnulfstr.,Mischparken,11.533780089418403,48.1463899116615
opendata_ruhver_parkseiten_line.4579,12.0,Kurzzeitparken,"KZP 2h 9-18, M 18-23",Rotkreuzplatz Süd,Arnulfstr.,Kurzzeitparken,11.533036106331137,48.14650620574112
opendata_ruhver_parkseiten_line.4580,4.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Arnulfstr.,Mischparken,11.532152624595106,48.14664834006997
opendata_ruhver_parkseiten_line.4581,6.0,Kurzzeitparken,"KZP 2h 9-18, M 18-23",Rotkreuzplatz Süd,Arnulfstr.,Kurzzeitparken,11.530533269233608,48.14695571625073
opendata_ruhver_parkseiten_line.4582,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Winzererstr.,Absolutes Halteverbot,11.560690261750407,48.17115858238135
opendata_ruhver_parkseiten_line.4583,27.0,Mischparken,M 9-23,Lerchenauer Straße,Birnauer Str.,Mischparken,11.56428546081834,48.175375935594424
opendata_ruhver_parkseiten_line.4584,4.0,Bewohnerparken,Bew 9-23,Lerchenauer Straße,Winzererstr.,Bewohnerparken,11.5606259434014,48.17148269663612
opendata_ruhver_parkseiten_line.4585,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Lerchenauer Straße,Winzererstr.,Absolutes Halteverbot,11.560726022256068,48.17162945532651
opendata_ruhver_parkseiten_line.4586,23.0,Mischparken,M 9-23,Silberhornstr.,Perlacher Str.,Mischparken,11.5784971949727,48.11321227577986
opendata_ruhver_parkseiten_line.4587,20.0,Mischparken,M 9-23,Silberhornstr.,Kesselbergstr.,Mischparken,11.579329737622102,48.11392106844218
opendata_ruhver_parkseiten_line.4588,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Silberhornstr.,Kesselbergstr.,Absolutes Halteverbot,11.580372631171873,48.11373193703522
opendata_ruhver_parkseiten_line.4589,34.0,Mischparken,M 9-23,Silberhornstr.,Kesselbergstr.,Mischparken,11.579356874074657,48.114020104233205
opendata_ruhver_parkseiten_line.4590,11.0,Mischparken,M 9-23,Silberhornstr.,Tegernseer Landstr.,Mischparken,11.579137587078982,48.114522380822216
opendata_ruhver_parkseiten_line.4591,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Silberhornstr.,Deisenhofener Str.,Absolutes Halteverbot,11.579763849519857,48.11505463879488
opendata_ruhver_parkseiten_line.4592,14.0,Mischparken,M 9-23,Silberhornstr.,Deisenhofener Str.,Mischparken,11.580508481801445,48.11482852528297
opendata_ruhver_parkseiten_line.4593,15.0,Bewohnerparken,Bew 9-23,Silberhornstr.,Raintaler Str.,Bewohnerparken,11.581070516194423,48.11434860560334
opendata_ruhver_parkseiten_line.4594,7.0,Bewohnerparken,Bew 9-23,Silberhornstr.,Raintaler Str.,Bewohnerparken,11.580826760945614,48.113973096972984
opendata_ruhver_parkseiten_line.4595,18.0,Mischparken,M 9-23,Silberhornstr.,Kesselbergstr.,Mischparken,11.581319764692845,48.113551771918694
opendata_ruhver_parkseiten_line.4596,17.0,Mischparken,M 9-23,Silberhornstr.,Perlacher Str.,Mischparken,11.580224363811297,48.11249309924747
opendata_ruhver_parkseiten_line.4597,9.0,Mischparken,M 9-23,Silberhornstr.,Deisenhofener Str.,Mischparken,11.58199944383548,48.11441785580042
opendata_ruhver_parkseiten_line.4598,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Silberhornstr.,Herzogstandstr.,Absolutes Halteverbot,11.582292209943766,48.11379108814204
opendata_ruhver_parkseiten_line.4599,6.0,Mischparken,M 9-23,Silberhornstr.,Herzogstandstr.,Mischparken,11.58185528804236,48.113159655947456
opendata_ruhver_parkseiten_line.4600,16.0,Mischparken,M 9-23,Silberhornstr.,Herzogstandstr.,Mischparken,11.581340922316457,48.11259148862433
opendata_ruhver_parkseiten_line.4601,17.0,Mischparken,M 9-23,Silberhornstr.,Perlacher Str.,Mischparken,11.580106531631792,48.11243567241115
opendata_ruhver_parkseiten_line.4602,26.0,Mischparken,M 9-23,Silberhornstr.,Wirtstr.,Mischparken,11.578838485869596,48.111607308009866
opendata_ruhver_parkseiten_line.4603,29.0,Mischparken,M 9-23,St.-Martins-Platz,Schlierseestr.,Mischparken,11.59266575904112,48.11581500774722
opendata_ruhver_parkseiten_line.4604,16.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548241060706495,48.11685937214319
opendata_ruhver_parkseiten_line.4605,16.0,Bewohnerparken,Bew 9-23,Untersendling,Implerpl.,Bewohnerparken,11.54769117267616,48.116377327327896
opendata_ruhver_parkseiten_line.4606,15.0,Bewohnerparken,Bew 9-23,Untersendling,Danklstr.,Bewohnerparken,11.546973551427353,48.11674680389842
opendata_ruhver_parkseiten_line.4607,14.0,Bewohnerparken,Bew 9-23,Untersendling,Danklstr.,Bewohnerparken,11.546870004197686,48.1168304285074
opendata_ruhver_parkseiten_line.4608,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Danklstr.,Absolutes Halteverbot,11.546788307758403,48.116427415823296
opendata_ruhver_parkseiten_line.4609,6.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548285639969166,48.11605797629291
opendata_ruhver_parkseiten_line.4610,18.0,Mischparken,M 9-23,Untersendling,Valleystr.,Mischparken,11.545963251380458,48.11724743645503
opendata_ruhver_parkseiten_line.4611,17.0,Mischparken,M 9-23,Untersendling,Valleystr.,Mischparken,11.544421083540389,48.11707876547764
opendata_ruhver_parkseiten_line.4612,19.0,Bewohnerparken,Bew 9-23,Untersendling,Reutberger Str.,Bewohnerparken,11.549768594277152,48.11701590691748
opendata_ruhver_parkseiten_line.4613,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Untersendling,Reutberger Str.,Absolutes Halteverbot,11.5497460233147,48.11616494681886
opendata_ruhver_parkseiten_line.4614,30.0,Mischparken,M 9-23,Untersendling,Implerstr.,Mischparken,11.548467381429928,48.11665411744229
opendata_ruhver_parkseiten_line.4615,26.0,Mischparken,M 9-23,Herzog-Ernst-Platz,Pfeuferstr.,Mischparken,11.541200210378523,48.12378298663787
opendata_ruhver_parkseiten_line.4616,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Herzog-Ernst-Platz,Maronstr.,Absolutes Halteverbot,11.540235521529194,48.122577895848416
opendata_ruhver_parkseiten_line.4617,8.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Herzog-Ernst-Platz,Paumannstr.,Mischparken mit Parkscheibe,11.538052020846543,48.12488933727212
opendata_ruhver_parkseiten_line.4618,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Herzog-Ernst-Platz,Paumannstr.,Absolutes Halteverbot,11.53813416417348,48.12513391248125
opendata_ruhver_parkseiten_line.4619,4.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Herzog-Ernst-Platz,Paumannstr.,Mischparken mit Parkscheibe,11.538123094042264,48.12471204778337
opendata_ruhver_parkseiten_line.4620,3.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Herzog-Ernst-Platz,Maria-Reisinger-Weg,Mischparken mit Parkscheibe,11.53800056124043,48.12462702867278
opendata_ruhver_parkseiten_line.4621,4.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Herzog-Ernst-Platz,Maria-Reisinger-Weg,Mischparken mit Parkscheibe,11.538046390445201,48.12446552771643
opendata_ruhver_parkseiten_line.4622,2.0,Absolutes Halteverbot temporär,AHV 6-23 (Krankenhaus),Herzog-Ernst-Platz,Bavariastr.,Absolutes Halteverbot (auch temporär),11.54504210433376,48.12380324321904
opendata_ruhver_parkseiten_line.4623,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Schönstraße Nord,Halbigstr.,Absolutes Halteverbot,11.56786212995646,48.10823342992395
opendata_ruhver_parkseiten_line.4624,12.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Schönstraße Nord,Birkenleiten,Mischparken mit Parkscheibe,11.568197932603159,48.10777785601135
opendata_ruhver_parkseiten_line.4625,23.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Schönstraße Nord,Birkenleiten,Mischparken mit Parkscheibe,11.568935228206167,48.10860790695269
opendata_ruhver_parkseiten_line.4626,22.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Schönstraße Nord,Birkenleiten,Mischparken mit Parkscheibe,11.569060419516163,48.108581865655864
opendata_ruhver_parkseiten_line.4627,21.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Schönstraße Nord,Birkenleiten,Mischparken mit Parkscheibe,11.570029872488748,48.109685147627296
opendata_ruhver_parkseiten_line.4628,6.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Schönstraße Nord,Birkenleiten,Mischparken mit Parkscheibe,11.570237708877094,48.110203050165495
opendata_ruhver_parkseiten_line.4629,12.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Winzererstraße,Ackermannstr.,Mischparken mit Parkscheibe,11.553128283855283,48.16330161937677
opendata_ruhver_parkseiten_line.4630,3.0,Mischparken mit Parkscheibe,"PS 4h 9-23, Bew frei",Winzererstraße,Ackermannstr.,Mischparken mit Parkscheibe,11.553131726001078,48.16377821420778
opendata_ruhver_parkseiten_line.4631,5.0,Mischparken,M 9-23,Karolinenplatz,Katharina-von-Bora-Str.,Mischparken,11.565514769953452,48.1436199995791
opendata_ruhver_parkseiten_line.4632,10.0,Mischparken,M 9-23,Karolinenplatz,Katharina-von-Bora-Str.,Mischparken,11.56572644827041,48.143944647863634
opendata_ruhver_parkseiten_line.4633,10.0,Mischparken,M 9-23,Karolinenplatz,Karlstr.,Mischparken,11.565876100277595,48.1433118399587
opendata_ruhver_parkseiten_line.4634,2.0,Eingeschränktes Halteverbot (0-24 Uhr),EHV 0-24,Karolinenplatz,Karlstr.,Eingeschraenktes Halteverbot (0-24 Uhr),11.56629974914707,48.14319111182886
opendata_ruhver_parkseiten_line.4635,2.0,Mischparken,M 9-23,Karolinenplatz,Ottostr.,Mischparken,11.569480356963181,48.142364777330414
opendata_ruhver_parkseiten_line.4636,1.0,Mischparken,M 9-23,Theresienhöhe,Heimeranstr.,Mischparken,11.541592290711977,48.133697744963186
opendata_ruhver_parkseiten_line.4637,2.0,Mischparken,M 9-23,Theresienhöhe,Heimeranstr.,Mischparken,11.54376142621961,48.13369636892518
opendata_ruhver_parkseiten_line.4638,19.0,Mischparken,M 9-23,Theresienhöhe,Theresienhöhe,Mischparken,11.546800584868254,48.13262132680905
opendata_ruhver_parkseiten_line.4639,4.0,Mischparken,M 9-23,Theresienhöhe,Theresienhöhe,Mischparken,11.546915293407292,48.133126506546645
opendata_ruhver_parkseiten_line.4640,6.0,Mischparken,M 9-23,Theresienhöhe,Ganghoferstr.,Mischparken,11.53979754706401,48.13305367881573
opendata_ruhver_parkseiten_line.4641,7.0,Mischparken,M 9-23,Ebenau,Anita-Augspurg-Allee,Mischparken,11.54685854110457,48.16185200673586
opendata_ruhver_parkseiten_line.4642,21.0,Mischparken,M 9-23,Ebenau,Helene-Weber-Allee,Mischparken,11.545993630598554,48.16202026180129
opendata_ruhver_parkseiten_line.4643,15.0,Mischparken,M 9-23,Ebenau,Helene-Weber-Allee,Mischparken,11.545932486210654,48.161989798580876
opendata_ruhver_parkseiten_line.4644,4.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Sedlmayrstr.,Mischparken,11.531306483142199,48.14640399096358
opendata_ruhver_parkseiten_line.4645,14.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Sedlmayrstr.,Mischparken,11.531209963940755,48.14598983309582
opendata_ruhver_parkseiten_line.4646,3.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Sedlmayrstr.,Mischparken,11.531199916462183,48.14662655512245
opendata_ruhver_parkseiten_line.4647,3.0,Mischparken,M 9-23,Rotkreuzplatz Süd,Sedlmayrstr.,Mischparken,11.531142180371813,48.1463650681068
